θ,SC,BCC,FCC
10.0,0.2854868404981649,0.27348272528108947,0.21821374912351965
10.16016016016016,0.2198560762928433,0.25054674987104714,0.3094250129224073
10.320320320320322,0.2345178942159662,0.26657894857082826,0.27627637068291283
10.48048048048048,0.2413793118196107,0.2873197223885953,0.23585318482883164
10.640640640640639,0.25057966163152173,0.24582629852301593,0.22272288603776624
10.8008008008008,0.23336441085083748,0.2913021631399415,0.25670678008506786
10.960960960960962,0.252709628504162,0.24534402474503955,0.21470659845569762
11.121121121121122,0.24211357649148232,0.2648960949406922,0.2627218192471308
11.28128128128128,0.22911403171524633,0.2878794717153139,0.24014943801579017
11.441441441441441,0.22832795190222677,0.23231747005620926,0.2529692339767874
11.601601601601601,0.26469418472447526,0.2248071562472503,0.2592727937644237
11.761761761761761,0.2776730291318395,0.24971540606321246,0.2514817685744147
11.921921921921921,0.2652692290551573,0.2651289857217494,0.25479344726474795
12.082082082082083,0.22823788920510943,0.27565366524773005,0.24228627970350705
12.242242242242243,0.24189084234286182,0.2944678531772534,0.2877303165188711
12.402402402402403,0.29362719957089367,0.25912166358316674,0.26775518473646226
12.562562562562562,0.26778694467191017,0.31139266959947626,0.2359879598806696
12.722722722722724,0.23357620592322811,0.29099320230157294,0.2431973447601614
12.882882882882882,0.259829123917121,0.291700832566512,0.27681758762600245
13.043043043043042,0.26417422142135805,0.2977521299208017,0.24016707457608857
13.203203203203204,0.2448355632590353,0.3287734006924993,0.2660530137641592
13.363363363363364,0.289563457081492,0.26634177623530103,0.28363141286220445
13.523523523523524,0.22025038334938202,0.2633139634944919,0.2698768711662986
13.683683683683682,0.27367194144872,0.2851257907315332,0.25151777487817495
13.843843843843842,0.24862511541580026,0.28283531662166156,0.26155802114373355
14.004004004004004,0.27424575599712814,0.31873933467386023,0.25193268623948367
14.164164164164164,0.269447364418746,0.27088998254400243,0.31411648874369574
14.324324324324325,0.27932087360753266,0.2588205828779406,0.28303644838908737
14.484484484484485,0.26283356133749497,0.29082633166543936,0.30859995560590064
14.644644644644645,0.24849249580899258,0.28948921264232486,0.3115795573211128
14.804804804804805,0.3131199981396377,0.2807187602017531,0.25411710937471255
14.964964964964965,0.28704312041757374,0.2725119012100666,0.26286180100304435
15.125125125125125,0.22779417529786508,0.28885807010078757,0.28919488709610935
15.285285285285285,0.3241028825246035,0.2759636567744132,0.3020199819642525
15.445445445445445,0.3359880958684632,0.31003450805009797,0.2647046213024532
15.605605605605607,0.25122023742549027,0.3204237108913401,0.20701085166340946
15.765765765765767,0.28379716015805145,0.2895526565127118,0.26977970630214365
15.925925925925927,0.27205557248673534,0.26488523934685365,0.2610431350234926
16.086086086086087,0.2891292871282163,0.2902097995005018,0.25647547849922625
16.246246246246248,0.2867439820376481,0.2723013255524872,0.2720618614664588
16.406406406406408,0.2947764046846017,0.26162506997832885,0.30751415415945416
16.566566566566564,0.296542516184192,0.2560314048050585,0.27384306534342584
16.726726726726724,0.32670692282661534,0.2754646536371897,0.30470962774218846
16.886886886886884,0.3250077042652623,0.2580834004578815,0.2993808707745403
17.047047047047048,0.30523699808164545,0.2996092850385412,0.26797208640093284
17.207207207207208,0.2727255234244257,0.23559749095697874,0.29240940286682926
17.36736736736737,0.31595445104245007,0.22209347586222922,0.32780232667807757
17.52752752752753,0.26136356188603005,0.27590866474919884,0.3055337501363455
17.68768768768769,0.3170895039978681,0.3050001476036938,0.3279545483065887
17.84784784784785,0.2352362012792748,0.25443276744490173,0.2717570665638945
18.008008008008012,0.28255795588015337,0.2925456306657262,0.31280417000080646
18.16816816816817,0.25547314776161767,0.29257994087822925,0.2691736799415505
18.32832832832833,0.30264568948742604,0.30041220737890756,0.27537289618724636
18.48848848848849,0.25375704677506017,0.3020551593349618,0.2759206082261156
18.64864864864865,0.2957377716527059,0.30757914123506325,0.34867181693196236
18.80880880880881,0.31611313129861734,0.23867484590965835,0.2936134674351607
18.96896896896897,0.3157990606753663,0.3394156491142729,0.30124319775871744
19.12912912912913,0.30367061761372927,0.33672615796307476,0.27419165026444947
19.289289289289286,0.28686676839186215,0.3358017362506386,0.2932655078568539
